,video_id
1082,278619450
1083,428737317
1084,426070470
1085,407608717
1086,415210967
1087,273599003
1088,400901617
1089,427330955
1090,428256865
1091,406602630
1092,430508122
1093,420620072
1094,409215526
1095,428289144
1096,409354826
1097,419966478
1098,381033220
1099,373650934
1100,419719112
1101,412443664
1102,424476526
1103,403536419
1104,412668194
1105,406234609
1106,431217114
1107,411672833
1108,402580951
1109,412065119
1110,428731891
1111,415426060
1112,414917628
1113,394305679
1114,431756060
1115,425772688
1116,321319885
1117,424772847
1118,410711258
1119,415342518
1120,322676094
1121,415222343
1122,425794555
1123,280475778
1124,423445591
1125,406723922
1126,429204767
1127,416056958
1128,428306144
1129,410808756
1130,414580475
1131,398854313
1132,428250403
1133,404367959
1134,422089066
1135,415839045
1136,429692521
1137,441008528
1138,426452026
1139,415418056
1140,409657751
1141,414956961
1142,408839470
1143,412700589
1144,341436653
1145,415149530
1146,411894293
1147,422463748
1148,394756722
1149,414093871
1150,394572603
1151,376783487
1152,428880844
1153,412445251
1154,409672550
1155,405085642
1156,421564790
1157,412537152
1158,409987300
1159,425642595
1160,400294550
1161,427842266
1162,413029157
1163,410014140
1164,419773660
1165,423310342
1166,422230661
1167,435257706
1168,416155103
1169,429423438
1170,431185484
1171,426288960
1172,423921189
1173,430622922
1174,418354187
1175,427419638
1176,426053264
1177,424707303
1178,423811805
1179,398524297
1180,425332555
1181,416376030
1182,412262639
1183,421194403
1184,382656941
1185,423932863
1186,432535288
1187,419807161
1188,426980477
1189,406159657
1190,407939450
1191,361386703
1192,409947513
1193,417809369
1194,404564598
1195,406510871
1196,401462433
1197,421919361
1198,419210336
1199,419796084
1200,418909602
1201,422983940
1202,422461193
1203,418270159
1204,431780205
1205,408425187
1206,416352061
1207,412103315
1208,380927049
1209,296590276
1210,407918772
1211,383563660
1212,422345060
1213,425162797
1214,424474144
1215,404621976
1216,410467528
1217,410331370
1218,415175326
1219,429923394
1220,429414066
1221,157264954
1222,423417236
1223,347376586
1224,418415805
1225,424622714
1226,411525133
1227,402931319
1228,415686967
1229,407642742
1230,411757753
1231,412298371
1232,409714109
1233,401027592
1234,424122994
1235,421802811
1236,414413536
1237,413305266
1238,408528561
1239,408449827
1240,428809994
1241,289561524
1242,405643647
1243,425128847
1244,391832552
1245,424576172
1246,415387185
1247,418369963
1248,406892293
1249,409534630
1250,426733946
1251,436588355
1252,393374181
1253,425147084
1254,297541537
1255,377393102
1256,364152351
1257,411018265
1258,428453745
1259,418574037
1260,421588689
1261,424910526
1262,421016686
1263,436543562
1264,428176842
1265,399227109
1266,383453747
1267,395874515
1268,425625654
1269,414100163
1270,407821453
1271,420941975
1272,429472278
1273,417276407
1274,397289655
1275,432098216
1276,419752164
1277,409323145
1278,434379225
1279,277824352
1280,418349448
1281,407366268
1282,404548639
1283,421919828
1284,380766298
1285,417655591
1286,414146464
1287,398755106
1288,415212004
1289,420311134
1290,153371782
1291,424530491
1292,408669385
1293,425610948
1294,425904464
1295,426645824
1296,427228769
1297,360882084
1298,428444423
1299,411973807
1300,397386550
1301,417602533
1302,433164122
1303,419403559
1304,426508241
1305,430319585
1306,427576983
1307,416359098
1308,425780101
1309,433286507
1310,413181441
1311,422388954
1312,393049499
1313,435857802
1314,415579013
1315,381736119
1316,411375233
1317,418204701
1318,426482807
1319,418962157
1320,408729193
1321,421963867
1322,393939465
1323,413235548
1324,407419644
1325,419266626
1326,427052854
1327,413115336
1328,392432131
1329,420762567
1330,414852521
1331,419800735
1332,413998289
1333,425511586
1334,420352684
1335,425223460
1336,344562220
1337,432241546
1338,433870069
1339,406471775
1340,418217865
1341,414937308
1342,406535318
1343,416935983
1344,404083996
1345,423163431
1346,404573321
1347,412561739
1348,422664997
1349,417489883
1350,428175639
1351,407096126
1352,429682706
1353,427211387
1354,407265673
1355,375889857
1356,418575915
1357,420691462
1358,418062943
1359,417915612
1360,404238798
1361,421699949
1362,424477855
1363,430685734
1364,412426999
1365,427135498
1366,415787470
1367,416550985
1368,260378754
1369,434356609
1370,424489626
1371,427692422
1372,404095679
1373,434536680
1374,412013493
1375,406152582
1376,260481082
1377,405233187
1378,428926203
1379,411832609
1380,420723065
1381,418409051
1382,430474801
1383,405394434
1384,405082715
1385,411666769
1386,421303004
1387,418332443
1388,422928711
1389,406381301
1390,406518110
1391,426793443
1392,425518439
1393,391849016
1394,415618327
1395,419763605
1396,323235237
1397,418369570
1398,427296888
1399,429982033
1400,408076794
1401,416239261
1402,415899033
1403,404998023
1404,425213056
1405,395518405
1406,429956462
1407,423142676
1408,425417984
1409,428829118
1410,423410658
1411,415741703
1412,415749378
1413,398543036
1414,383605115
1415,404551548
1416,419518462
1417,412903177
1418,400387725
1419,422673651
1420,375096223
1421,416565813
1422,405549748
1423,408761869
1424,416032796
1425,409109842
1426,411217075
1427,411723004
1428,415843758
1429,430623276
1430,415066598
1431,433486718
1432,414813388
1433,411869814
1434,420716333
1435,415202471
1436,369852167
1437,424345768
1438,409446269
1439,291971260
1440,428706820
1441,417913429
1442,410179294
1443,404226974
1444,430941821
1445,416555667
1446,410379342
1447,260611657
1448,405261754
1449,420148869
1450,420338531
1451,411783700
1452,401025362
1453,379501636
1454,415825463
1455,424955418
1456,425970858
1457,411315587
1458,426011371
1459,417814669
1460,428229759
1461,422612949
1462,428090965
1463,403677051
1464,414388594
1465,421248902
1466,418795773
1467,429936583
1468,400676018
1469,418997692
1470,423935226
1471,404569942
1472,412907982
1473,424799819
1474,425350625
1475,424366826
1476,431620298
1477,425610857
1478,407145273
1479,425812722
1480,410479867
1481,415387709
1482,405531714
1483,416231630
1484,401604848
1485,424657800
1486,429119022
1487,413420744
1488,422230410
1489,404202743
1490,416859427
1491,420823649
1492,423564383
1493,405244483
1494,419207761
1495,425035433
1496,425939232
1497,421961614
1498,369549642
1499,425271082
1500,412348999
1501,424765310
1502,326500701
1503,427652082
1504,415936359
1505,423295919
1506,430797034
1507,411894163
1508,415376941
1509,428208819
1510,434352998
1511,413199076
1512,420946100
1513,413943641
1514,404948659
1515,419745522
1516,430489895
1517,425643488
1518,422259878
1519,418864791
1520,424480635
1521,409204323
1522,423633205
1523,405654723
1524,422138321
1525,419259028
1526,426033503
1527,424471258
1528,443367489
1529,408511426
1530,412863428
1531,415331960
1532,406751456
1533,432493799
1534,423596951
1535,416621225
1536,430900489
1537,420461832
1538,422242986
1539,418311830
1540,432493495
1541,411333010
1542,401879209
1543,407913356
1544,302279628
1545,372223282
1546,405267397
1547,413525503
1548,426180598
1549,381359472
1550,425765396
1551,418544613
1552,413301327
1553,429972333
1554,408406327
1555,376592700
1556,416527950
1557,424296233
1558,260678725
1559,407983682
1560,417977780
1561,416561123
1562,422252067
1563,411646752
1564,415503943
1565,417518301
1566,428274788
1567,412360961
1568,404699796
1569,421116120
1570,412375069
1571,375932745
1572,415296402
1573,412102746
1574,414750098
1575,429031911
1576,415956884
1577,398480368
1578,274150491
1579,427198009
1580,417162574
1581,413619254
1582,427125441
1583,431765217
1584,423688739
1585,428498728
1586,423857843
1587,425494655
1588,383638932
1589,426686533
1590,392288867
1591,417196379
1592,418044953
1593,375911118
1594,412957543
1595,309635450
1596,421634584
1597,420216049
1598,418324515
1599,415884974
1600,430605982
1601,398088159
1602,423012696
1603,416632833
1604,414523586
1605,421557056
1606,414563787
1607,422979098
1608,413269231
1609,405489213
1610,409902664
1611,415179768
1612,423879436
1613,429380130
1614,414393906
1615,425025043
1616,435233491
1617,423657270
1618,423581264
1619,431036149
1620,404805962
1621,424838631
1622,428336711
1623,431102677
1624,417515733
1625,423257225
1626,409984387
1627,428256266
1628,429593034
1629,425372189
1630,381607635
1631,406832776
1632,433942812
1633,404475941
1634,431381389
1635,359073050
1636,421223498
1637,424694075
1638,418176824
1639,411228764
1640,410722337
1641,433297708
1642,415461228
1643,424446201
1644,418013380
1645,393915993
1646,406216216
1647,404243271
1648,418280571
1649,260397526
1650,417699515
1651,402477331
1652,415242567
1653,411529763
1654,423642310
1655,432488373
1656,382734872
1657,417059628
1658,417061662
1659,412631710
1660,432064250
1661,408039133
1662,416937960
1663,430822741
1664,409022348
1665,407105375
1666,406362847
1667,424530392
1668,417543270
1669,414140406
1670,414345323
1671,419036001
1672,412314102
1673,420343955
1674,404141458
1675,407855939
1676,411933483
1677,400871034
1678,417919751
1679,412483205
1680,417587526
1681,443560807
1682,404192575
1683,407261005
1684,407219096
1685,417082726
1686,415388446
1687,422710923
1688,420722365
1689,401356301
1690,408630540
1691,421437249
1692,419710155
1693,418683829
1694,430078525
1695,333498267
1696,421911875
1697,415298934
1698,437778606
1699,421633693
1700,400564539
1701,408496607
1702,424409596
1703,414802116
1704,435822443
1705,419056957
1706,409487852
1707,400119443
1708,408627447
1709,420712414
1710,429240435
1711,412293777
1712,394950720
1713,418729438
1714,260348899
1715,436009907
1716,412906282
1717,424175261
1718,428901177
1719,434933367
1720,441699596
1721,422201237
1722,397756273
1723,406009621
1724,395603728
1725,401142204
1726,276311333
1727,413909101
1728,408094313
1729,412144990
1730,430159573
1731,295821471
1732,423369041
1733,427339398
1734,416183743
1735,415648259
1736,425621803
1737,404551353
1738,408530321
1739,404809733
1740,418669086
1741,414392241
1742,411430266
1743,428806157
1744,422522776
1745,428311619
1746,409168881
1747,428151121
1748,401124240
1749,410148074
1750,416256780
1751,403526832
1752,426183773
1753,428477524
1754,398220875
1755,404885488
1756,365532673
1757,363624581
1758,429283853
1759,411494806
1760,412562363
1761,339461781
1762,427812404
1763,407025089
1764,369979800
1765,425561183
1766,429201483
1767,427481686
1768,413058721
1769,416534769
1770,418205028
1771,392107178
1772,421479304
1773,407615863
1774,424984546
1775,410399896
1776,412504023
1777,412656627
1778,408968699
1779,368615439
1780,420016350
1781,405769348
1782,419092673
1783,413688717
1784,420149880
1785,410658024
1786,409761886
1787,399657152
1788,413333306
1789,411557703
1790,432556759
1791,427276666
1792,416764888
1793,428550363
1794,424729492
1795,419394484
1796,417183904
1797,430401619
1798,421691876
1799,433348501
1800,407363909
1801,413709010
1802,427409705
1803,422929891
1804,425385067
1805,412434477
1806,364063141
1807,399699117
1808,407554923
1809,425207969
1810,431603278
1811,415102905
1812,412283244
1813,427212226
1814,423456469
1815,404436785
1816,422257909
1817,422452569
1818,433218949
1819,417129591
1820,429781842
1821,433452342
1822,418879327
1823,416278374
1824,434195678
1825,412373279
1826,427254067
1827,424325020
1828,419377831
1829,412792012
1830,417084933
1831,423074455
1832,422977926
1833,409703771
1834,432495639
1835,411496403
1836,408026657
1837,420581783
1838,376652431
1839,419563097
1840,434796624
1841,404625922
1842,428198095
1843,416529773
1844,417651104
1845,421642504
1846,434917689
1847,425622866
1848,404409395
1849,412791836
1850,412090926
1851,422920695
1852,427769351
1853,415577239
1854,413316470
1855,379778538
1856,410124863
1857,432947222
1858,321806313
1859,411933880
1860,414397004
1861,425635900
1862,434723580
1863,419798364
1864,424576506
1865,412281581
1866,408238095
1867,432540384
1868,410747054
1869,416443705
1870,408871174
1871,410067055
1872,411965405
1873,408506578
1874,412427292
1875,420980759
1876,432774453
1877,395800081
1878,395227187
1879,418668969
1880,430067915
1881,429205621
1882,425402450
1883,419760358
1884,407723204
1885,429110665
1886,425993069
1887,424506195
1888,425366972
1889,405092496
1890,429578765
1891,416480268
1892,409825118
1893,378148387
1894,415417759
1895,426536974
1896,422244019
1897,429094698
1898,406267338
1899,411963302
1900,431156154
1901,419756111
1902,410380552
1903,423899247
1904,423822708
1905,429640118
1906,426345805
1907,419132473
1908,422449735
1909,433504582
1910,426972740
1911,416649348
1912,426058258
1913,431004372
1914,425625405
1915,424369428
1916,410428906
1917,425024710
1918,423638688
1919,405711827
1920,415306849
1921,404972751
1922,411865482
1923,427107672
1924,405119374
1925,415873918
1926,414919636
1927,429138335
1928,416995986
1929,413063524
1930,425203957
1931,431476102
1932,423460526
1933,428937420
1934,406507888
1935,413895561
1936,402485252
1937,413915307
1938,323680123
1939,404943781
1940,417236525
1941,419753602
1942,425224579
1943,436484377
1944,412264894
1945,405228918
1946,414172116
1947,405983777
1948,418653566
1949,424889626
1950,420333508
1951,427833580
1952,408040594
1953,435549256
1954,417190479
1955,410964832
1956,416280555
1957,407030254
1958,420084752
1959,412687175
1960,413984806
1961,394978737
1962,397884869
1963,433219766
1964,403558243
1965,418630817
1966,410566102
1967,422725684
1968,414992775
1969,415269963
1970,404738659
1971,421811889
1972,317080846
1973,416413773
1974,421814107
1975,428587208
1976,403918471
1977,427410508
1978,418660568
1979,412062140
1980,351578408
1981,415094962
1982,420665479
1983,411470462
1984,417993296
1985,420773846
1986,408588470
1987,281000474
1988,422628852
1989,415897801
1990,427486863
1991,421788757
1992,429570879
1993,413279381
1994,421156796
1995,415731323
1996,421632731
1997,411479047
1998,407204702
1999,428309915
2000,404411155
2001,420844443
2002,402997298
2003,427897609
2004,409844889
2005,419813883
2006,410730810
2007,330386708
2008,424276311
2009,405730611
2010,379533733
2011,422230979
2012,260302703
2013,432206781
2014,420867912
2015,418333634
2016,414953892
2017,408178680
2018,413834680
2019,338433950
2020,425388987
2021,431881785
2022,409968988
2023,424056318
2024,413280752
2025,416646226
2026,408586969
2027,412047256
2028,412618342
2029,425217166
2030,431159827
2031,412414564
2032,408260453
2033,260422393
2034,425896275
2035,409229474
2036,428529243
2037,421390897
2038,409446695
2039,431931978
2040,412050633
2041,357516972
2042,430876717
2043,420944424
2044,413725838
2045,420232791
2046,421108693
2047,410463599
2048,413530693
2049,404462564
2050,421610228
2051,422258778
2052,424305393
2053,427098655
2054,420914636
2055,418228112
2056,425939728
2057,419519907
2058,403303176
2059,415304524
2060,422364857
2061,415418948
2062,422108604
2063,427041729
2064,427476977
2065,422901083
2066,418304870
2067,416763175
2068,418265726
2069,417997980
2070,423354056
2071,402467550
2072,427431925
2073,424419866
2074,419478904
2075,421974722
2076,409000884
2077,313390955
2078,419542442
2079,417714693
2080,417463626
2081,419267035
2082,425564953
2083,426154656
2084,382791806
2085,413830384
2086,421432717
2087,260714515
2088,399687894
2089,417991719
2090,409467904
2091,397547439
2092,416602331
2093,291691999
2094,425166883
2095,405099023
2096,391098566
2097,434931028
2098,429012788
2099,429780899
2100,430997441
2101,402207468
2102,379383923
2103,425493831
2104,412540942
2105,407226717
2106,417071702
2107,416145069
2108,415179929
2109,422562248
2110,409556985
2111,412036397
2112,405026010
2113,407834255
2114,418034401
2115,421168632
2116,414261152
2117,418952144
2118,427801089
2119,420271902
2120,417138302
2121,415043387
2122,420673921
2123,427306917
2124,412068619
2125,425682649
2126,421393137
2127,408657267
2128,349083503
2129,424523723
2130,405310827
2131,370047065
2132,420654021
2133,430696868
2134,418232336
2135,423324877
2136,412472045
2137,431105003
2138,416348768
2139,426196405
